"","mean_passive","rating","num_words_review","id","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","percent_pronoun","type_token","mean_words_sent","num_cap_letters_sent","num_punc_sent"
"231",0,"3",57,"607817","0","1","0","0","1","0","1","1","2",3,0.333333333333333,0.754385964912281,9.5,1.33333333333333,1.5
"232",0,"0",30,"661367","0","0","0","0","0","0","0","0","1",0,0.428571428571429,0.866666666666667,7.5,1.5,1.75
"233",0,"5",9,"345824","0","0","0","0","0","0","0","0","0",0,0.333333333333333,1,4.5,2,1
"234",0,"5",109,"784083","1","3","1","1","4","0","3","3","3",6,0.375,0.675675675675676,13.625,3.375,4
"235",0,"5",86,"711352","0","4","0","0","3","0","2","2","0",5,0.363636363636364,0.767441860465116,14.3333333333333,1.83333333333333,3.66666666666667
"236",0,"5",25,"865399","0","0","0","0","1","0","0","0","1",1,0.4,0.961538461538462,8.33333333333333,1.33333333333333,2.33333333333333
"237",0,"5",28,"254808","0","2","0","0","1","0","1","1","0",2,0.333333333333333,0.857142857142857,14,1,1
"238",0,"5",58,"759363","0","1","1","0","1","0","1","0","1",1,0.444444444444444,0.803571428571429,11.6,1.2,1.2
"239",0,"5",34,"328740","0","0","0","0","0","0","0","1","0",1,0.333333333333333,0.882352941176471,8.5,1,1
"240",0,"5",46,"454122","0","1","0","0","0","0","0","1","0",0,0.285714285714286,0.680851063829787,9.2,2.6,1.2
"241",0,"5",47,"501598","0","1","1","0","4","0","1","2","0",3,0.333333333333333,0.795918367346939,11.75,1.5,2.5
"242",0,"4",4,"647833","0","1","0","0","1","0","1","1","0",1,0,0.75,2,1,1.5
"243",0,"5",25,"387059","0","1","0","0","1","0","1","1","0",1,0.333333333333333,0.782608695652174,6.25,1,1.5
"244",0,"5",46,"224361","0","0","1","0","2","0","0","0","1",3,0.428571428571429,0.826086956521739,11.5,1.5,2.25
"245",0,"4",133,"570756","2","4","2","1","4","1","2","5","1",7,0.4,0.686567164179104,22.1666666666667,1.66666666666667,3
"246",0,"5",3,"359797","0","0","0","0","0","0","0","0","0",0,0,1,3,1,2
"247",0,"5",20,"53272","0","0","0","0","1","0","0","0","0",1,0,0.95,6.66666666666667,1,2
"248",0,"5",57,"417327","1","0","1","1","0","1","0","0","1",1,0.25,0.714285714285714,9.5,1.16666666666667,1.66666666666667
"249",0,"5",54,"730815","0","1","0","1","1","1","1","1","1",2,0.4,0.846153846153846,18,4.66666666666667,2.66666666666667
"250",0,"5",105,"305838","0","1","0","0","1","0","0","1","0",2,0.25,0.644230769230769,11.6666666666667,2.33333333333333,1.44444444444444
"251",0,"4",29,"365871","0","0","0","1","1","0","1","1","0",1,0.2,0.862068965517241,7.25,1.5,1.25
"252",0,"0",38,"138952","1","1","0","0","1","1","0","1","1",1,0.333333333333333,0.921052631578947,19,6,5.5
"253",0,"5",50,"284263","1","1","0","1","1","0","1","1","1",3,0.375,0.803921568627451,10,1.4,2.2
"254",0,"5",77,"198704","0","5","0","0","2","0","1","2","0",4,0.428571428571429,0.72,9.625,1.875,1.5
"255",0.111111111111111,"5",77,"765886","0","2","0","0","0","0","0","2","0",2,0.4,0.753424657534247,8.55555555555556,1.33333333333333,1.22222222222222
"256",0,"5",25,"707883","0","1","0","1","1","0","1","1","0",2,0,0.875,8.33333333333333,1,2
"257",0,"5",37,"184990","0","1","0","0","3","0","2","2","0",5,0.333333333333333,0.75,9.25,1.25,1.25
"258",0,"5",63,"810954","0","1","0","0","3","1","2","3","2",3,0.5,0.761904761904762,9,1.28571428571429,1.42857142857143
"259",0.2,"4",44,"399549","0","0","0","0","0","0","0","0","0",0,0.285714285714286,0.886363636363636,8.8,1,2.8
"260",0,"4",75,"130617","0","0","0","0","3","1","0","1","0",7,0.285714285714286,0.77027027027027,15,1.2,2
"261",0,"5",30,"246079","0","1","0","0","1","1","1","0","1",1,0.333333333333333,0.851851851851852,7.5,3.25,1.5
"262",0,"5",31,"854862","0","0","0","0","1","0","0","0","0",1,0.5,0.838709677419355,15.5,5,3
"263",0,"5",15,"384402","0","0","0","0","1","0","0","1","0",2,0.333333333333333,1,15,2,6
"264",0,"5",34,"90232","0","1","0","0","3","0","0","1","0",4,0.333333333333333,0.941176470588235,6.8,1.4,2.2
"265",0,"5",48,"482635","0","0","0","0","0","0","0","0","0",1,0.333333333333333,0.733333333333333,16,1.66666666666667,3
"266",0.181818181818182,"5",132,"317881","0","1","0","0","1","0","1","0","1",3,0.421052631578947,0.705426356589147,12,1.54545454545455,1.36363636363636
"267",0,"5",19,"413171","0","1","0","0","1","0","0","1","0",2,0.25,0.9,6.33333333333333,1,1.33333333333333
"268",0,"5",40,"448584","0","1","0","0","2","0","1","1","0",3,0.4,0.833333333333333,13.3333333333333,1,2.33333333333333
"269",0,"5",31,"703178","0","1","0","1","1","0","0","1","0",2,0.25,0.67741935483871,10.3333333333333,1,0.666666666666667
"270",0,"5",47,"276561","0","3","0","0","1","0","0","2","0",3,0.333333333333333,0.826086956521739,6.71428571428571,1.14285714285714,1.42857142857143
"271",0,"5",109,"442502","0","1","0","1","3","0","1","1","1",4,0.466666666666667,0.619047619047619,13.625,2.25,1.75
"272",0,"5",14,"486132","0","0","0","0","0","0","0","0","0",0,0.25,1,4.66666666666667,1,1.33333333333333
"273",0,"5",60,"380032","0","0","0","1","2","0","0","1","0",3,0.333333333333333,0.8,10,2.5,1.5
"274",0,"5",1,"136668","0","0","0","0","1","0","0","0","0",1,0,1,1,1,4
"275",0,"5",41,"60101","0","1","0","0","2","0","1","2","0",3,0.444444444444444,0.80952380952381,8.2,1.4,2
"276",0,"5",12,"692527","0","0","0","0","0","0","0","0","0",0,0,1,12,6,4
"277",0,"5",38,"252802","0","0","0","0","1","0","0","0","0",1,0.25,0.818181818181818,12.6666666666667,1.33333333333333,2.33333333333333
"278",0.25,"5",78,"855664","0","1","0","0","1","0","0","2","1",2,0.428571428571429,0.8,19.5,2,4.5
"279",0,"5",85,"446067","1","3","0","0","1","1","1","3","1",5,0.4,0.8,14.1666666666667,2,1.5
"280",0,"5",49,"636531","0","0","0","0","1","0","0","0","0",1,0.4,0.782608695652174,8.16666666666667,1,1.33333333333333
"281",0,"5",68,"660273","0","2","0","0","1","0","0","2","0",2,0.5,0.75,13.6,1.2,1.2
"282",0,"4",65,"403517","0","0","0","0","2","0","0","2","0",4,0.25,0.816666666666667,9.28571428571429,0.714285714285714,1.42857142857143
"283",0,"5",22,"339052","0","0","0","1","1","0","1","1","0",1,0.2,0.909090909090909,5.5,0.75,1.25
"284",0,"3",24,"230773","1","0","0","0","0","0","0","0","1",2,0.5,0.958333333333333,24,3,3
"285",0,"5",37,"411763","1","0","0","0","1","0","0","0","2",1,0.333333333333333,0.894736842105263,12.3333333333333,4.33333333333333,3
"286",0,"5",4,"104024","0","0","0","0","1","0","0","0","0",1,0,1,2,1,1
"287",0,"5",23,"209846","0","1","1","0","3","1","0","2","1",4,0.25,0.91304347826087,7.66666666666667,1,1.66666666666667
"288",0,"5",60,"815802","0","3","0","0","4","0","2","2","0",4,0.25,0.775862068965517,15,5,2.75
"289",0,"5",19,"440059","0","1","0","0","1","1","1","1","1",1,0.333333333333333,0.947368421052632,9.5,1.5,1.5
"290",0,"5",30,"713462","1","2","0","0","2","1","0","2","1",3,0.2,0.862068965517241,7.5,1.5,2
"291",0,"5",58,"36086","0","1","0","1","2","1","0","1","1",3,0.363636363636364,0.844827586206897,8.28571428571429,1.28571428571429,1.85714285714286
"292",0.125,"4",97,"469939","1","1","0","0","1","0","0","1","1",3,0.4,0.75531914893617,10.7777777777778,1.33333333333333,1.55555555555556
"293",0,"5",23,"82171","0","2","0","0","2","0","0","2","0",3,0.333333333333333,0.956521739130435,7.66666666666667,1.33333333333333,1.33333333333333
"294",0,"5",91,"9182","0","0","0","0","1","0","0","1","1",3,0.384615384615385,0.736263736263736,11.375,1.5,1.125
"295",1,"0",18,"103746","0","1","0","0","0","0","0","2","0",1,0,1,18,10,5
"296",0,"4",58,"613140","0","3","0","0","2","0","1","2","1",2,0.5,0.827586206896552,11.6,1,1.4
"297",0,"4",75,"869017","0","3","0","0","2","1","1","2","1",2,0.444444444444444,0.613333333333333,15,1.4,1.4
"298",0.142857142857143,"4",109,"842951","1","5","2","1","5","2","3","8","3",10,0.363636363636364,0.814814814814815,18.1666666666667,2.33333333333333,2.66666666666667
"299",0,"5",49,"500157","1","1","0","1","3","1","1","3","2",4,0.333333333333333,0.829787234042553,16.3333333333333,1.33333333333333,3.33333333333333
"300",0,"5",41,"155743","0","0","0","0","3","0","0","3","0",4,0.333333333333333,0.923076923076923,13.6666666666667,1.66666666666667,2.66666666666667
"301",0,"5",20,"355792","1","0","0","0","1","0","0","1","0",1,0.4,0.9,6.66666666666667,0,1
"302",0,"5",113,"689494","1","2","0","1","2","1","3","3","1",3,0.333333333333333,0.716814159292035,14.125,1.875,2.375
"303",0.125,"5",75,"834232","0","3","0","0","1","1","0","2","1",4,0.3,0.776315789473684,12.5,2,5.66666666666667
"304",0,"5",25,"25196","0","1","0","0","1","0","0","1","0",2,0.25,0.96,8.33333333333333,1,2
"305",0,"5",15,"269215","0","0","0","0","1","0","0","0","0",1,0.25,1,7.5,1.5,1.5
"306",0,"4",32,"515900","0","1","0","0","1","0","0","0","0",1,0.333333333333333,0.774193548387097,10.6666666666667,1.66666666666667,2
"307",0,"0",51,"302304","0","0","0","0","2","0","0","1","0",3,0.4,0.725490196078431,17,2.66666666666667,2.33333333333333
"308",0,"5",24,"1498","0","0","0","0","0","0","0","0","0",0,0.2,0.892857142857143,6,2.5,3
"309",0,"5",26,"712697","1","0","0","0","0","0","0","0","1",0,0.25,0.88,13,3.5,3.5
"310",0,"4",42,"584875","0","0","0","0","1","0","1","2","0",1,0.2,0.82051282051282,8.4,1.4,1.8
"311",0,"2",3,"413914","0","1","0","0","1","0","1","1","0",1,0,1,3,1,0
"312",0,"5",83,"261421","2","0","0","2","1","0","0","0","1",3,0.4,0.725,13.8333333333333,1.83333333333333,2.16666666666667
"313",0,"5",38,"458831","1","0","1","1","1","1","0","0","2",1,0.333333333333333,0.864864864864865,12.6666666666667,1.33333333333333,1.66666666666667
"314",0,"5",111,"235757","1","1","0","2","1","0","3","1","2",1,0.357142857142857,0.672566371681416,13.875,4.125,3
"315",0,"5",29,"165671","0","0","0","0","1","0","0","0","0",2,0.2,0.862068965517241,7.25,1,1
"316",0,"5",55,"4518","0","1","1","0","2","0","0","1","1",5,0.5,0.811320754716981,18.3333333333333,2.33333333333333,4.33333333333333
"317",0,"4",69,"848602","0","4","0","1","2","2","0","4","2",3,0.5,0.714285714285714,13.8,3.2,2
"318",0,"5",104,"737242","1","4","0","0","3","0","2","2","1",3,0.384615384615385,0.636363636363636,14.8571428571429,3,1.85714285714286
"319",0,"5",21,"4695","0","2","0","0","3","0","1","1","0",3,0.2,0.857142857142857,5.25,1,1
"320",0,"5",28,"294246","0","2","0","0","3","0","0","1","2",3,0.428571428571429,0.857142857142857,7,1,1.25
"321",0,"5",38,"648045","1","1","1","1","1","1","1","2","2",2,0.166666666666667,0.945945945945946,7.6,1.8,1.6
"322",0,"5",20,"341033","0","0","0","0","0","0","0","0","0",0,0.5,1,10,1,1.5
"323",0,"5",9,"474241","0","1","0","0","1","0","0","1","0",1,0.5,1,4.5,5,1.5
"324",0,"5",138,"74984","1","2","0","0","3","0","1","4","1",6,0.5,0.733812949640288,19.7142857142857,2.28571428571429,3.42857142857143
"325",0,"5",22,"632648","0","0","0","0","1","0","1","1","1",1,0.4,0.91304347826087,11,1.5,3.5
"326",0,"4",22,"511673","0","1","0","0","1","0","0","0","0",1,0.333333333333333,1,5.5,1,1.75
"327",0,"5",1,"540724","0","0","0","0","1","0","0","0","0",1,0,1,1,1,1
"328",0,"5",61,"26691","1","0","2","1","1","1","1","1","2",1,0.363636363636364,0.770491803278688,10.1666666666667,1.5,1.83333333333333
"329",0,"5",79,"511746","0","0","0","1","2","1","1","1","0",3,0.3,0.75,11.2857142857143,1,1.42857142857143
"330",0,"3",83,"53705","1","2","1","1","1","1","2","1","1",2,0.428571428571429,0.670731707317073,20.75,2.25,1.5
"331",0,"5",28,"436103","0","0","0","0","2","0","1","1","0",2,0,0.923076923076923,5.6,1.2,1.6
"332",0,"5",86,"816669","0","1","0","1","1","0","0","1","0",2,0.375,0.761904761904762,17.2,2.2,1.6
"333",0,"5",23,"197838","0","1","0","0","1","0","0","0","0",1,0.166666666666667,0.904761904761905,3.83333333333333,1,1.66666666666667
"334",0,"4",59,"780880","0","0","0","0","2","0","0","1","0",3,0.5,0.75,14.75,1.75,1
"335",0,"5",30,"428772","0","1","0","1","0","0","0","1","0",1,0.333333333333333,0.833333333333333,7.5,1,1.25
"336",0,"5",36,"818508","0","1","0","0","2","0","0","0","0",4,0.428571428571429,0.852941176470588,9,1.5,1.5
"337",0,"5",35,"551003","0","1","0","1","2","0","1","1","0",3,0.333333333333333,0.757575757575758,8.75,2.25,2.25
"338",0.142857142857143,"3",59,"804820","1","2","1","1","3","0","1","4","1",4,0.363636363636364,0.741379310344828,8.42857142857143,2.71428571428571,1.71428571428571
"339",0,"4",29,"606814","0","0","0","1","1","0","1","1","0",3,0.2,0.862068965517241,7.25,1.25,2
"340",0,"5",4,"723976","0","0","0","0","0","0","0","0","0",0,0,1,4,1,2
"341",0,"5",60,"456697","0","1","0","1","1","1","0","0","1",3,0.285714285714286,0.779661016949153,15,1.25,2
"342",0,"5",77,"43755","0","4","3","0","3","2","2","2","2",5,0.416666666666667,0.743589743589744,11,2.28571428571429,2.57142857142857
"343",0,"5",11,"438771","0","0","0","0","0","0","0","0","0",0,0.25,1,3.66666666666667,1,0.666666666666667
"344",0.153846153846154,"5",110,"598947","1","1","1","1","2","1","1","3","1",4,0.315789473684211,0.73394495412844,9.16666666666667,1.58333333333333,1.41666666666667
"345",0,"5",83,"335943","0","1","0","0","5","0","1","2","0",7,0.384615384615385,0.857142857142857,10.375,1.75,2
"346",0,"4",20,"233418","0","0","0","0","0","0","0","0","0",1,0.25,0.95,6.66666666666667,1,1
"347",0.153846153846154,"5",137,"20400","0","3","1","1","2","0","2","1","1",4,0.458333333333333,0.610294117647059,10.5384615384615,1.38461538461538,1.38461538461538
"348",0,"5",17,"523701","1","0","0","0","0","0","0","0","1",2,0,0.941176470588235,17,0,0
"349",0,"5",83,"136044","0","3","0","1","5","1","4","4","0",5,0.285714285714286,0.72289156626506,20.75,2,2.25
"350",0,"4",68,"374921","0","1","0","0","3","0","1","2","0",5,0.333333333333333,0.73134328358209,13.6,1.4,2.4
"351",0,"0",31,"37492","0","2","0","0","2","0","1","3","0",3,0.5,0.903225806451613,15.5,1,3.5
"352",0.333333333333333,"4",46,"137445","0","1","0","0","1","0","0","1","1",1,0.2,0.795454545454545,23,2.5,6
"353",0,"5",11,"113793","0","0","1","0","0","1","0","0","1",0,0.5,0.916666666666667,5.5,1,2
"354",0,"5",11,"728756","0","0","0","0","1","0","0","1","0",1,0.333333333333333,1,5.5,0.5,1.5
"355",0,"5",9,"869188","0","0","0","0","0","0","0","0","0",0,0.25,0.888888888888889,4.5,2.5,2
"356",0.1,"5",79,"655962","1","3","1","0","2","1","1","2","1",4,0.333333333333333,0.7875,13.1666666666667,1.83333333333333,6
"357",0,"4",49,"598347","0","0","0","1","1","0","0","1","0",2,0.285714285714286,0.854166666666667,9.8,1,1.6
"358",0,"5",33,"309750","0","0","0","0","0","0","0","1","1",3,0.5,0.852941176470588,16.5,1,2.5
"359",0.5,"3",84,"243475","0","2","0","1","1","0","2","1","1",5,0.4,0.758620689655172,21,0,5.5
"360",0,"4",95,"159649","0","3","1","0","2","0","2","4","1",3,0.363636363636364,0.747252747252747,13.5714285714286,2.42857142857143,2.57142857142857
"361",0,"5",24,"401093","0","2","0","0","3","0","2","3","0",3,0.333333333333333,0.833333333333333,12,0,1
"362",0,"5",49,"844695","0","1","0","0","2","0","1","3","0",3,0.2,0.854166666666667,12.25,1,1.25
"363",0,"5",20,"527065","1","1","1","1","0","1","0","0","1",2,0,0.95,6.66666666666667,1.33333333333333,1.33333333333333
"364",0,"4",26,"17749","0","2","0","0","1","0","1","0","0",1,0.333333333333333,0.84,6.5,1.5,1.25
"365",0,"5",18,"269632","0","0","0","0","1","0","1","0","1",1,0.333333333333333,0.833333333333333,9,1,1
"366",0,"5",54,"494668","0","1","0","0","2","0","1","2","1",3,0.363636363636364,0.792452830188679,9,1.16666666666667,2.16666666666667
"367",0.142857142857143,"5",106,"76662","0","1","0","1","1","1","1","1","1",2,0.333333333333333,0.685714285714286,21.2,1.8,1.4
"368",0,"5",32,"100100","0","1","0","0","2","0","1","3","0",3,0.333333333333333,0.84375,8,1.25,1
"369",0,"5",44,"633967","0","1","0","0","3","0","3","1","0",3,0.428571428571429,0.904761904761905,11,1,1
"370",0,"5",73,"438646","0","0","0","0","2","0","0","2","0",6,0.428571428571429,0.753424657534247,18.25,1.75,2
"371",0,"5",74,"500161","1","4","1","0","3","1","2","3","1",4,0.444444444444444,0.706666666666667,24.6666666666667,2.66666666666667,4.33333333333333
"372",0.125,"5",130,"519115","0","2","0","1","2","0","2","2","0",4,0.285714285714286,0.677685950413223,18.5714285714286,2.14285714285714,5.14285714285714
"373",0,"5",134,"271883","0","2","0","0","1","0","1","3","0",3,0.45,0.649253731343284,13.4,1.5,2
"374",0,"3",56,"543800","0","2","1","1","2","0","2","2","1",3,0.375,0.803571428571429,11.2,1.2,1.4
"375",0,"0",23,"604431","0","0","0","1","0","1","0","0","1",1,0.428571428571429,0.91304347826087,5.75,1.25,1
"376",0.166666666666667,"5",77,"756713","0","2","0","0","1","0","0","2","0",3,0.454545454545455,0.79746835443038,12.8333333333333,2.33333333333333,2.83333333333333
"377",0,"5",34,"836185","0","0","0","0","1","0","0","0","0",2,0.375,0.882352941176471,6.8,1.2,1.2
"378",0,"5",38,"221571","0","1","0","0","2","1","0","0","0",4,0.333333333333333,0.861111111111111,9.5,1,2
"379",0,"5",96,"445508","0","2","0","0","4","0","1","3","1",7,0.363636363636364,0.684210526315789,13.7142857142857,1.57142857142857,2
"380",0,"5",15,"494312","0","1","0","0","1","0","1","1","0",1,0.25,1,5,1,1.33333333333333
"381",0,"4",61,"300389","0","2","0","0","2","0","1","3","1",2,0.333333333333333,0.80952380952381,15.25,1.25,2.5
"382",0,"5",68,"492262","1","1","2","2","2","1","1","1","3",4,0.3,0.691176470588235,9.71428571428571,1.28571428571429,1.85714285714286
"383",0,"0",45,"255811","0","0","0","0","1","0","0","1","0",1,0.4,0.822222222222222,15,2,3
"384",0,"1",88,"660042","1","1","1","3","1","2","1","2","3",3,0.272727272727273,0.613636363636364,11,1.25,1.5
"385",0,"5",13,"430981","0","0","0","0","0","0","0","0","0",1,0,0.857142857142857,4.33333333333333,1.66666666666667,2
"386",0,"5",12,"521632","0","0","0","0","0","0","0","0","0",1,0,0.916666666666667,6,1,1.5
"387",0,"5",111,"559115","0","2","1","0","4","1","0","2","2",5,0.4,0.627272727272727,13.875,2,2.5
"388",0,"5",14,"610767","0","1","0","0","1","0","1","1","0",1,0.333333333333333,1,7,1.5,1
"389",0,"5",36,"133820","0","0","0","0","0","0","0","1","1",3,0.333333333333333,0.842105263157895,12,2,3.33333333333333
"390",0,"5",21,"831291","0","1","0","0","2","0","2","2","0",3,0.25,1,7,1,1.66666666666667
"391",0,"5",23,"495104","0","0","0","0","2","0","0","1","0",3,0.4,1,7.66666666666667,1,1.33333333333333
"392",0,"5",100,"182514","0","1","0","2","2","0","1","2","1",2,0.333333333333333,0.71,12.5,1.875,2.375
"393",0,"5",21,"603200","0","2","0","0","3","1","1","2","1",3,0.25,0.857142857142857,7,1.66666666666667,1.33333333333333
"394",0,"5",51,"497836","0","1","0","0","1","0","1","1","0",2,0.4,0.76,8.5,1.33333333333333,1.33333333333333
"395",0,"5",30,"600224","0","2","0","0","1","0","1","0","0",1,0.25,0.866666666666667,10,1,2.66666666666667
"396",0,"5",60,"450439","0","1","0","0","1","0","1","1","0",1,0.375,0.75,12,1.4,1.4
"397",0,"5",50,"329233","1","0","0","0","1","0","0","1","1",1,0.222222222222222,0.775510204081633,7.14285714285714,1.71428571428571,1.42857142857143
"398",0,"0",17,"228736","0","0","0","0","0","0","0","0","0",1,0.25,0.941176470588235,5.66666666666667,1,1
"399",0,"5",43,"27365","0","0","0","0","1","0","1","0","1",1,0.333333333333333,0.813953488372093,10.75,1.5,1
"400",0,"5",63,"600429","2","3","1","1","4","2","2","3","2",7,0.333333333333333,0.857142857142857,9,0.285714285714286,1.71428571428571
"401",0,"5",54,"612226","1","1","0","1","1","0","0","1","1",2,0.444444444444444,0.851851851851852,10.8,1.2,1.2
"402",0,"5",22,"133954","0","1","0","0","1","0","1","1","0",1,0.333333333333333,0.909090909090909,11,1.5,1
"403",0,"5",8,"390766","0","1","0","0","2","0","0","2","0",2,0,1,2,1,1
"404",0,"5",31,"659375","0","3","0","0","4","0","2","2","0",4,0.333333333333333,0.84375,10.3333333333333,2,5
"405",0,"5",69,"158985","0","1","1","1","1","1","0","0","3",1,0.454545454545455,0.8125,11.5,2,2.16666666666667
"406",0,"5",62,"422681","0","2","0","1","1","1","0","1","3",2,0.428571428571429,0.580645161290323,15.5,1.5,2.25
"407",0.166666666666667,"4",97,"794089","0","3","0","0","3","0","2","3","0",6,0.5,0.649484536082474,16.1666666666667,1.83333333333333,1.66666666666667
"408",0,"5",33,"293495","0","1","0","1","1","0","1","1","0",1,0.285714285714286,0.818181818181818,6.6,1.4,1
"409",0,"5",110,"83192","0","3","1","0","2","0","1","4","1",4,0.384615384615385,0.690909090909091,13.75,2.25,1.75
"410",0,"3",105,"566443","1","1","2","1","1","1","0","2","2",2,0.4,0.672897196261682,11.6666666666667,2.11111111111111,2.66666666666667
